,sequence,coordination_inaccuracy,global_accuracy,global_inaccuracy,information_motion_tau,pad_actions,participant_motion_tau,performance,spatial_inaccuracy,switch_actions,temporal_inaccuracy,trigger_actions,file_id
161,wave5,3.0,18.0,24.0,1.8974248586008815,10.0,0.9745701123896403,0.3,21.0,5.0,0.0,32.0,81699821-4219-48ff-91ff-96ba23f74f41
162,wave0,9.0,4.0,34.0,0.18549033308803267,26.0,0.5913589839570852,0.05,25.0,5.0,0.0,12.0,ef24bc01-44d1-40ce-af44-bfc4969b4a09
163,wave1,20.0,8.0,50.0,1.7264856239010158,35.0,1.0778522232088212,0.24,25.0,7.0,5.0,23.0,ef24bc01-44d1-40ce-af44-bfc4969b4a09
164,wave2,14.0,10.0,37.0,1.9159285471382372,37.0,0.6229824976878645,0.24,18.0,4.0,5.0,10.0,ef24bc01-44d1-40ce-af44-bfc4969b4a09
165,wave3,17.0,4.0,60.0,1.5305049672759476,7.0,1.5842437064936148,0.18,43.0,5.0,0.0,57.0,ef24bc01-44d1-40ce-af44-bfc4969b4a09
166,wave4,18.0,8.0,47.0,1.2808046795633947,6.0,1.0532910420201134,0.15,29.0,6.0,0.0,49.0,ef24bc01-44d1-40ce-af44-bfc4969b4a09
167,wave5,15.0,10.0,30.0,0.20506997144926803,8.0,0.6144796092216407,0.05,15.0,4.0,0.0,32.0,ef24bc01-44d1-40ce-af44-bfc4969b4a09
168,wave0,7.0,4.0,13.0,0.15094611420314802,10.0,0.2792687021165325,0.05,6.0,4.0,0.0,7.0,fa5572bc-1368-4a30-a41c-a78aae1b564c
169,wave1,7.0,7.0,13.0,1.7992078722153528,19.0,0.5963347061720485,0.24,4.0,1.0,2.0,1.0,fa5572bc-1368-4a30-a41c-a78aae1b564c
170,wave2,4.0,11.0,9.0,1.3347095291203899,19.0,0.4952343298152718,0.22,1.0,1.0,4.0,1.0,fa5572bc-1368-4a30-a41c-a78aae1b564c
171,wave3,2.0,11.0,4.0,1.0545228978495538,8.0,0.7491385656011923,0.15,2.0,4.0,0.0,7.0,fa5572bc-1368-4a30-a41c-a78aae1b564c
172,wave4,0.0,18.0,13.0,2.182855652678474,8.0,1.3198316411651414,0.34,13.0,4.0,0.0,23.0,fa5572bc-1368-4a30-a41c-a78aae1b564c
173,wave5,3.0,20.0,15.0,2.3607736575812632,11.0,1.1374072068558325,0.36,12.0,6.0,0.0,24.0,fa5572bc-1368-4a30-a41c-a78aae1b564c
174,wave0,3.0,2.0,6.0,0.4531297362741347,0.0,0.4565262585908804,0.05,3.0,0.0,0.0,8.0,886ff512-606a-4426-a90d-27a94c0fa8ea
175,wave1,3.0,3.0,3.0,0.4357976336949681,0.0,0.4265620596654459,0.05,0.0,0.0,0.0,6.0,886ff512-606a-4426-a90d-27a94c0fa8ea
176,wave2,0.0,4.0,5.0,0.3334368546506651,3.0,0.5660189289496942,0.05,5.0,1.0,0.0,6.0,886ff512-606a-4426-a90d-27a94c0fa8ea
177,wave3,0.0,4.0,2.0,0.6805716178308507,3.0,0.7847397576766684,0.05,2.0,2.0,0.0,3.0,886ff512-606a-4426-a90d-27a94c0fa8ea
178,wave4,3.0,6.0,13.0,2.2463455303602786,6.0,1.1865798350638994,0.24,10.0,2.0,0.0,13.0,886ff512-606a-4426-a90d-27a94c0fa8ea
179,wave5,2.0,10.0,16.0,1.0935375119456199,10.0,0.7575072331635866,0.22,14.0,3.0,0.0,16.0,886ff512-606a-4426-a90d-27a94c0fa8ea
180,wave0,11.0,4.0,29.0,0.38318071425027317,19.0,0.740927357452379,0.05,17.0,6.0,1.0,14.0,e2819003-78bd-42cb-a96b-e48edbf8fcf3
181,wave1,6.0,9.0,47.0,1.940281271513177,17.0,0.8289071246270435,0.24,38.0,14.0,3.0,39.0,e2819003-78bd-42cb-a96b-e48edbf8fcf3
182,wave2,6.0,16.0,46.0,1.9078547855280565,21.0,0.859590379783062,0.24,37.0,16.0,3.0,41.0,e2819003-78bd-42cb-a96b-e48edbf8fcf3
183,wave3,8.0,9.0,36.0,1.4491725198933305,15.0,0.8612594181771386,0.22,27.0,10.0,1.0,30.0,e2819003-78bd-42cb-a96b-e48edbf8fcf3
184,wave4,12.0,12.0,44.0,1.5262912336154266,26.0,0.8271136465212314,0.22,32.0,14.0,0.0,30.0,e2819003-78bd-42cb-a96b-e48edbf8fcf3
185,wave5,17.0,15.0,52.0,0.7936768090355911,32.0,0.9350096797680849,0.19,35.0,18.0,0.0,35.0,e2819003-78bd-42cb-a96b-e48edbf8fcf3
186,wave0,0.0,4.0,4.0,0.21569331617325402,4.0,0.5386282811171755,0.05,4.0,2.0,0.0,4.0,f5de8d30-5c44-44c8-8524-b3462cb31111
187,wave1,1.0,18.0,9.0,1.5394469604834506,9.0,1.251949119026163,0.24,7.0,8.0,1.0,18.0,f5de8d30-5c44-44c8-8524-b3462cb31111
188,wave2,3.0,31.0,20.0,2.367503226602077,26.0,1.8636829286006642,0.43,7.0,10.0,10.0,25.0,f5de8d30-5c44-44c8-8524-b3462cb31111
189,wave3,4.0,33.0,35.0,4.2575861727182716,31.0,2.0860543924562664,0.62,19.0,12.0,12.0,37.0,f5de8d30-5c44-44c8-8524-b3462cb31111
190,wave4,6.0,52.0,71.0,3.381987118962059,64.0,2.3487912441720127,0.65,41.0,12.0,24.0,59.0,f5de8d30-5c44-44c8-8524-b3462cb31111
191,wave5,9.0,52.0,87.0,3.8156355912674633,60.0,2.87680433420018,0.72,53.0,15.0,25.0,79.0,f5de8d30-5c44-44c8-8524-b3462cb31111
192,wave0,5.0,4.0,11.0,0.2856703893722375,5.0,0.31093059141853346,0.05,6.0,2.0,0.0,10.0,685c53ca-5d59-47dc-932d-485b6a342003
193,wave1,8.0,14.0,17.0,1.4719097723490786,14.0,0.9799707943250046,0.24,3.0,4.0,6.0,17.0,685c53ca-5d59-47dc-932d-485b6a342003
194,wave2,5.0,20.0,24.0,1.2662702414130886,16.0,0.949745063148806,0.27,14.0,8.0,5.0,28.0,685c53ca-5d59-47dc-932d-485b6a342003
195,wave3,4.0,16.0,24.0,3.1426142197492997,17.0,1.2301254093130385,0.34,16.0,9.0,4.0,23.0,685c53ca-5d59-47dc-932d-485b6a342003
196,wave4,8.0,17.0,41.0,2.9954159129072657,16.0,1.0091934470771164,0.36,31.0,6.0,2.0,42.0,685c53ca-5d59-47dc-932d-485b6a342003
197,wave5,3.0,27.0,16.0,1.9605233010076406,22.0,1.0613820515867616,0.34,12.0,10.0,1.0,21.0,685c53ca-5d59-47dc-932d-485b6a342003
198,wave0,0.0,4.0,0.0,0.35658000740124135,1.0,0.35658000740124135,0.05,0.0,1.0,0.0,3.0,bfb9b706-3765-4eed-9757-a19ed7c87dce
199,wave1,1.0,9.0,12.0,2.2176732818308533,8.0,0.7755560184936254,0.24,10.0,4.0,1.0,13.0,bfb9b706-3765-4eed-9757-a19ed7c87dce
200,wave2,1.0,8.0,5.0,2.0054334616016853,7.0,0.5368226273407962,0.24,3.0,2.0,1.0,6.0,bfb9b706-3765-4eed-9757-a19ed7c87dce
201,wave3,1.0,9.0,4.0,1.1352856767032844,5.0,1.2065961289219456,0.12,3.0,3.0,0.0,8.0,bfb9b706-3765-4eed-9757-a19ed7c87dce
202,wave4,1.0,15.0,12.0,2.468636873876471,9.0,1.2506489688405362,0.31,11.0,4.0,0.0,18.0,bfb9b706-3765-4eed-9757-a19ed7c87dce
203,wave5,0.0,17.0,9.0,2.289834359301354,9.0,1.139909023471922,0.34,9.0,5.0,0.0,17.0,bfb9b706-3765-4eed-9757-a19ed7c87dce
204,wave0,1.0,4.0,5.0,0.3940211209092817,2.0,0.4601361140421551,0.05,4.0,2.0,0.0,7.0,eb7de356-cf07-4705-a613-8000a0d97dd1
205,wave1,2.0,16.0,10.0,1.700327090104117,8.0,1.1074933735820944,0.24,7.0,6.0,1.0,18.0,eb7de356-cf07-4705-a613-8000a0d97dd1
206,wave2,2.0,19.0,7.0,1.998180424685268,14.0,1.203571722837913,0.31,4.0,6.0,1.0,12.0,eb7de356-cf07-4705-a613-8000a0d97dd1
207,wave3,2.0,25.0,13.0,2.1640724989543734,14.0,1.6936372516094582,0.34,10.0,9.0,1.0,24.0,eb7de356-cf07-4705-a613-8000a0d97dd1
208,wave4,5.0,27.0,27.0,3.875375443092203,14.0,1.7723617090002532,0.53,21.0,8.0,1.0,40.0,eb7de356-cf07-4705-a613-8000a0d97dd1
209,wave5,6.0,33.0,37.0,3.131895904090139,22.0,1.9320948140565077,0.55,29.0,10.0,2.0,48.0,eb7de356-cf07-4705-a613-8000a0d97dd1
210,wave0,0.0,3.0,3.0,0.27473355560895335,0.0,0.2752116164826396,0.05,3.0,0.0,0.0,6.0,af1521cd-761f-4719-8980-9a769af0465f
211,wave1,0.0,7.0,0.0,0.3739874982530317,2.0,0.37482519996298214,0.08,0.0,1.0,0.0,5.0,af1521cd-761f-4719-8980-9a769af0465f
212,wave2,0.0,12.0,10.0,2.4155183543797754,4.0,1.2278201336476862,0.27,9.0,2.0,1.0,18.0,af1521cd-761f-4719-8980-9a769af0465f
213,wave3,1.0,17.0,5.0,1.697126722054284,3.0,1.0502637356788487,0.3,4.0,2.0,0.0,19.0,af1521cd-761f-4719-8980-9a769af0465f
214,wave4,4.0,15.0,17.0,1.8731298273103612,12.0,0.8499754196233273,0.32,12.0,4.0,1.0,20.0,af1521cd-761f-4719-8980-9a769af0465f
215,wave5,1.0,14.0,17.0,1.7125972972024726,8.0,0.9422431185589625,0.32,16.0,3.0,0.0,23.0,af1521cd-761f-4719-8980-9a769af0465f
216,wave0,0.0,4.0,0.0,0.3993422454090401,1.0,0.3993422454090401,0.05,0.0,1.0,0.0,3.0,1c6798a3-5eba-489b-b102-aadd365d46e9
217,wave1,1.0,11.0,11.0,1.658842049899681,4.0,1.0261148051113698,0.24,10.0,2.0,0.0,18.0,1c6798a3-5eba-489b-b102-aadd365d46e9
218,wave2,1.0,12.0,5.0,1.5935269641310155,3.0,0.8913226509034324,0.27,4.0,1.0,0.0,14.0,1c6798a3-5eba-489b-b102-aadd365d46e9
219,wave3,4.0,11.0,13.0,1.6546091740525954,2.0,1.1089719787669943,0.24,9.0,1.0,0.0,22.0,1c6798a3-5eba-489b-b102-aadd365d46e9
220,wave4,7.0,15.0,12.0,1.775006865066833,4.0,1.1518911572611505,0.27,5.0,1.0,0.0,23.0,1c6798a3-5eba-489b-b102-aadd365d46e9
221,wave5,11.0,14.0,21.0,1.1886466709358066,2.0,1.117390361014404,0.27,10.0,1.0,0.0,33.0,1c6798a3-5eba-489b-b102-aadd365d46e9
222,wave0,0.0,4.0,4.0,0.22775451198077534,1.0,0.23955810833058114,0.05,4.0,1.0,0.0,7.0,0f498c6e-6b01-4999-abd9-8d30c1bb55d2
223,wave1,1.0,11.0,10.0,1.7826234733054116,3.0,1.1204427576926972,0.24,9.0,2.0,0.0,18.0,0f498c6e-6b01-4999-abd9-8d30c1bb55d2
224,wave2,0.0,16.0,9.0,1.1122565200407435,5.0,0.7656637518355188,0.27,7.0,1.0,2.0,20.0,0f498c6e-6b01-4999-abd9-8d30c1bb55d2
225,wave3,2.0,15.0,5.0,1.8383066264256778,2.0,1.0624757495938355,0.27,3.0,1.0,0.0,18.0,0f498c6e-6b01-4999-abd9-8d30c1bb55d2
226,wave4,0.0,20.0,10.0,1.2343835875125377,6.0,1.0278134218215207,0.3,9.0,2.0,1.0,24.0,0f498c6e-6b01-4999-abd9-8d30c1bb55d2
227,wave5,1.0,17.0,14.0,1.5006179884547237,4.0,0.7968458440936845,0.32,13.0,2.0,0.0,27.0,0f498c6e-6b01-4999-abd9-8d30c1bb55d2
228,wave0,38.0,3.0,48.0,0.21407765790191843,1.0,0.4619989463052002,0.05,10.0,1.0,0.0,50.0,44ee5500-786b-43f3-9a33-99ab7e0b8d8f
229,wave1,46.0,7.0,57.0,0.44306443116709887,4.0,0.5249053448542944,0.08,11.0,2.0,0.0,60.0,44ee5500-786b-43f3-9a33-99ab7e0b8d8f
230,wave2,49.0,6.0,102.0,1.8502610746669392,5.0,0.8939420048675842,0.27,53.0,4.0,0.0,103.0,44ee5500-786b-43f3-9a33-99ab7e0b8d8f
231,wave3,39.0,10.0,69.0,1.3978741375828183,5.0,1.3691116586317338,0.24,30.0,2.0,0.0,74.0,44ee5500-786b-43f3-9a33-99ab7e0b8d8f
232,wave4,16.0,12.0,47.0,1.6905547901105564,14.0,1.0716676356033272,0.24,29.0,4.0,2.0,45.0,44ee5500-786b-43f3-9a33-99ab7e0b8d8f
233,wave5,27.0,11.0,95.0,1.2560853233224751,12.0,1.690214454920995,0.22,68.0,5.0,0.0,94.0,44ee5500-786b-43f3-9a33-99ab7e0b8d8f
234,wave0,1.0,4.0,1.0,0.49455904202392764,1.0,0.49455904202392764,0.05,0.0,1.0,0.0,4.0,d508e7de-fd94-4fba-8cd0-de10b7cc1435
235,wave1,2.0,12.0,17.0,2.4131849541188037,13.0,1.3486407325258796,0.24,9.0,6.0,6.0,16.0,d508e7de-fd94-4fba-8cd0-de10b7cc1435
236,wave2,0.0,14.0,16.0,1.3339502018507927,6.0,0.8489976311835611,0.27,16.0,3.0,0.0,24.0,d508e7de-fd94-4fba-8cd0-de10b7cc1435
237,wave3,6.0,10.0,32.0,1.9226494316720915,12.0,0.8872106963641673,0.27,26.0,4.0,0.0,30.0,d508e7de-fd94-4fba-8cd0-de10b7cc1435
238,wave4,4.0,15.0,33.0,1.8902185288664517,11.0,1.0900790369401971,0.27,29.0,5.0,0.0,37.0,d508e7de-fd94-4fba-8cd0-de10b7cc1435
239,wave5,4.0,13.0,21.0,1.6979323553274606,9.0,1.1140914109771043,0.24,16.0,5.0,1.0,25.0,d508e7de-fd94-4fba-8cd0-de10b7cc1435
240,wave0,1.0,4.0,1.0,0.36896688684976464,1.0,0.36896688684976464,0.05,0.0,1.0,0.0,4.0,35943e96-535d-4e1b-9091-46fbda255909
241,wave1,0.0,11.0,12.0,1.913540877134751,7.0,1.0912729436343898,0.24,12.0,5.0,0.0,16.0,35943e96-535d-4e1b-9091-46fbda255909
242,wave2,6.0,15.0,34.0,2.037915996813243,14.0,0.9429954201664354,0.27,26.0,8.0,2.0,35.0,35943e96-535d-4e1b-9091-46fbda255909
243,wave3,4.0,14.0,29.0,2.0003023492063123,7.0,1.343379108401999,0.27,25.0,5.0,0.0,36.0,35943e96-535d-4e1b-9091-46fbda255909
244,wave4,10.0,21.0,42.0,2.0420789408976474,20.0,2.1805495909949877,0.3,30.0,7.0,2.0,43.0,35943e96-535d-4e1b-9091-46fbda255909
245,wave5,17.0,21.0,55.0,2.1001640579101832,16.0,2.314422404505711,0.32,38.0,8.0,0.0,60.0,35943e96-535d-4e1b-9091-46fbda255909
246,wave0,1.0,3.0,8.0,0.2521280538591185,0.0,0.47402616898296507,0.05,7.0,0.0,0.0,11.0,5c691b60-a261-4629-bb53-ecd1d57f3eba
247,wave1,0.0,6.0,10.0,0.709141395368883,2.0,0.6675723428591722,0.08,10.0,1.0,0.0,14.0,5c691b60-a261-4629-bb53-ecd1d57f3eba
248,wave2,3.0,12.0,6.0,1.154289987914636,8.0,0.7148799567139474,0.15,3.0,4.0,0.0,10.0,5c691b60-a261-4629-bb53-ecd1d57f3eba
249,wave3,8.0,10.0,28.0,3.3626652251480427,9.0,1.3703012152995724,0.34,20.0,5.0,0.0,29.0,5c691b60-a261-4629-bb53-ecd1d57f3eba
250,wave4,10.0,15.0,30.0,2.6849724539125592,14.0,1.1165132786081384,0.34,19.0,6.0,1.0,31.0,5c691b60-a261-4629-bb53-ecd1d57f3eba
251,wave5,10.0,15.0,23.0,1.870108813925902,12.0,0.9662578592173772,0.27,13.0,6.0,0.0,26.0,5c691b60-a261-4629-bb53-ecd1d57f3eba
252,wave0,6.0,2.0,25.0,0.23055232265876519,6.0,0.28489457146896313,0.05,19.0,2.0,0.0,21.0,2eaf8c6a-db25-4334-945a-619aca895cf5
253,wave1,8.0,5.0,18.0,0.30977020914530806,18.0,0.44820680715574174,0.05,9.0,2.0,1.0,5.0,2eaf8c6a-db25-4334-945a-619aca895cf5
254,wave2,1.0,6.0,1.0,0.4899677187243885,1.0,0.5444291208511902,0.08,0.0,1.0,0.0,6.0,2eaf8c6a-db25-4334-945a-619aca895cf5
255,wave3,4.0,8.0,23.0,1.503371088542782,10.0,0.8714699079839368,0.15,19.0,4.0,0.0,21.0,2eaf8c6a-db25-4334-945a-619aca895cf5
256,wave4,1.0,12.0,17.0,0.9126956030499446,8.0,1.0219236639558582,0.18,15.0,4.0,1.0,21.0,2eaf8c6a-db25-4334-945a-619aca895cf5
257,wave5,1.0,14.0,4.0,1.648107912485824,5.0,1.528871728211664,0.2,3.0,4.0,0.0,13.0,2eaf8c6a-db25-4334-945a-619aca895cf5
258,wave0,2.0,4.0,16.0,0.14685387850206305,16.0,0.3381825845176426,0.05,14.0,1.0,0.0,4.0,34518d36-23fa-4f9a-9caf-df66a5329c03
259,wave1,9.0,15.0,52.0,1.113048524772357,47.0,0.9870383452572806,0.24,29.0,4.0,14.0,20.0,34518d36-23fa-4f9a-9caf-df66a5329c03
260,wave2,18.0,19.0,88.0,1.7584919470237808,89.0,1.7384955655326566,0.31,33.0,8.0,37.0,18.0,34518d36-23fa-4f9a-9caf-df66a5329c03
261,wave3,4.0,18.0,28.0,2.4555764000069926,12.0,1.358641667164269,0.34,23.0,7.0,1.0,34.0,34518d36-23fa-4f9a-9caf-df66a5329c03
262,wave4,5.0,19.0,38.0,2.4039377415787597,16.0,1.559158785623653,0.36,32.0,9.0,1.0,41.0,34518d36-23fa-4f9a-9caf-df66a5329c03
263,wave5,10.0,13.0,62.0,2.216493117585035,14.0,1.656421967324673,0.36,52.0,4.0,0.0,61.0,34518d36-23fa-4f9a-9caf-df66a5329c03
264,wave0,9.0,3.0,16.0,0.324570248041497,0.0,0.7813356215894984,0.05,7.0,0.0,0.0,19.0,a90f4ef7-29b4-456d-8422-c2794e937ccc
265,wave1,13.0,5.0,24.0,0.2758996395377662,11.0,0.2946044307359676,0.08,11.0,6.0,0.0,18.0,a90f4ef7-29b4-456d-8422-c2794e937ccc
266,wave2,2.0,9.0,10.0,0.9561235651031273,7.0,1.0361403747769313,0.11,8.0,4.0,0.0,12.0,a90f4ef7-29b4-456d-8422-c2794e937ccc
267,wave3,3.0,8.0,22.0,1.5699715837948545,3.0,1.2802030388158747,0.18,19.0,3.0,0.0,27.0,a90f4ef7-29b4-456d-8422-c2794e937ccc
268,wave4,1.0,12.0,16.0,1.1627532627078467,9.0,0.8115350050061065,0.2,14.0,3.0,1.0,19.0,a90f4ef7-29b4-456d-8422-c2794e937ccc
269,wave5,5.0,11.0,23.0,1.4601119497259039,14.0,0.8827604810287661,0.2,18.0,4.0,0.0,20.0,a90f4ef7-29b4-456d-8422-c2794e937ccc
270,wave0,1.0,4.0,2.0,0.29846653876392304,1.0,0.4025548618361395,0.05,1.0,1.0,0.0,5.0,7a468ac2-7346-4de8-bea2-db37a2886e11
271,wave1,3.0,7.0,22.0,2.317743900078244,9.0,1.0178955312519042,0.24,17.0,3.0,2.0,20.0,7a468ac2-7346-4de8-bea2-db37a2886e11
272,wave2,6.0,10.0,17.0,1.8992862562846113,5.0,1.2812190806556685,0.22,9.0,3.0,2.0,22.0,7a468ac2-7346-4de8-bea2-db37a2886e11
273,wave3,0.0,7.0,1.0,0.5794898523695837,3.0,0.725327014883457,0.09,1.0,3.0,0.0,5.0,7a468ac2-7346-4de8-bea2-db37a2886e11
274,wave4,6.0,12.0,31.0,2.4954626594109346,10.0,2.0115740902909005,0.28,24.0,6.0,1.0,33.0,7a468ac2-7346-4de8-bea2-db37a2886e11
275,wave5,5.0,15.0,21.0,1.487603570567267,9.0,1.2475212012288857,0.28,15.0,6.0,1.0,27.0,7a468ac2-7346-4de8-bea2-db37a2886e11
276,wave0,1.0,4.0,14.0,0.17994838821657,12.0,0.9710395385008257,0.05,13.0,4.0,0.0,6.0,91916d58-202f-4509-aa64-b9e7eb7c92c3
277,wave1,2.0,11.0,5.0,2.240787416882907,6.0,1.1193104450490827,0.24,3.0,3.0,0.0,10.0,91916d58-202f-4509-aa64-b9e7eb7c92c3
278,wave2,0.0,18.0,11.0,1.528744911054894,11.0,1.2470579897146512,0.27,10.0,6.0,1.0,18.0,91916d58-202f-4509-aa64-b9e7eb7c92c3
279,wave3,5.0,16.0,9.0,2.112041509387204,8.0,1.0885203960546013,0.27,4.0,6.0,0.0,17.0,91916d58-202f-4509-aa64-b9e7eb7c92c3
280,wave4,2.0,17.0,17.0,2.214901355737436,11.0,1.4280119699957439,0.34,14.0,6.0,1.0,23.0,91916d58-202f-4509-aa64-b9e7eb7c92c3
281,wave5,6.0,17.0,19.0,2.40422859690382,13.0,1.3318945953495367,0.34,12.0,4.0,1.0,23.0,91916d58-202f-4509-aa64-b9e7eb7c92c3
282,wave0,3.0,3.0,15.0,0.3673687351285018,1.0,0.5990432883865343,0.05,12.0,1.0,0.0,17.0,39cf402f-425f-4fa6-ae58-5ab8ca0c25d0
283,wave1,7.0,4.0,23.0,0.8800376145654615,9.0,0.6278776741882156,0.08,16.0,5.0,0.0,18.0,39cf402f-425f-4fa6-ae58-5ab8ca0c25d0
284,wave2,1.0,8.0,14.0,0.8218307910002896,10.0,0.557201364998369,0.08,13.0,3.0,0.0,12.0,39cf402f-425f-4fa6-ae58-5ab8ca0c25d0
285,wave3,5.0,6.0,29.0,1.2753423101730401,13.0,0.5591405876230312,0.15,23.0,6.0,1.0,22.0,39cf402f-425f-4fa6-ae58-5ab8ca0c25d0
286,wave4,12.0,10.0,33.0,1.0102744655766076,17.0,0.9274868773539725,0.15,20.0,5.0,1.0,26.0,39cf402f-425f-4fa6-ae58-5ab8ca0c25d0
287,wave5,12.0,7.0,40.0,1.1766986795329737,12.0,0.5787879422196572,0.15,28.0,7.0,0.0,35.0,39cf402f-425f-4fa6-ae58-5ab8ca0c25d0
288,wave0,4.0,4.0,21.0,0.3612114979529441,7.0,0.6349783368040428,0.05,17.0,5.0,0.0,18.0,e54cb5d1-774e-4c43-bf24-69dfac653330
289,wave1,8.0,9.0,16.0,1.7588588928087106,13.0,0.9894888846401295,0.24,5.0,3.0,3.0,12.0,e54cb5d1-774e-4c43-bf24-69dfac653330
290,wave2,16.0,2.0,30.0,2.154482859230441,1.0,1.505761686981473,0.24,13.0,0.0,1.0,31.0,e54cb5d1-774e-4c43-bf24-69dfac653330
291,wave3,2.0,0.0,5.0,1.4496978758018608,0.0,0.27202067726996204,0.12,3.0,0.0,0.0,5.0,e54cb5d1-774e-4c43-bf24-69dfac653330
292,wave4,0.0,3.0,0.0,0.5009774559050526,0.0,0.42922996626115084,0.05,0.0,0.0,0.0,3.0,e54cb5d1-774e-4c43-bf24-69dfac653330
293,wave5,0.0,3.0,0.0,0.563204295105099,0.0,0.48595480695436377,0.05,0.0,0.0,0.0,3.0,e54cb5d1-774e-4c43-bf24-69dfac653330
294,wave0,8.0,3.0,16.0,0.462922286331279,5.0,0.5576581544834028,0.05,8.0,3.0,0.0,14.0,b27e15de-f411-4b27-938b-5d3b83db4983
295,wave1,11.0,1.0,14.0,0.7969869163765957,0.0,0.5287041002601499,0.08,3.0,0.0,0.0,15.0,b27e15de-f411-4b27-938b-5d3b83db4983
296,wave2,3.0,3.0,30.0,0.4803924511337376,7.0,0.8903316493573913,0.05,26.0,3.0,1.0,26.0,b27e15de-f411-4b27-938b-5d3b83db4983
297,wave3,7.0,4.0,17.0,0.24627234589299915,5.0,0.7405904997639131,0.05,10.0,4.0,0.0,16.0,b27e15de-f411-4b27-938b-5d3b83db4983
298,wave4,7.0,6.0,25.0,1.951587789209252,11.0,0.9976659946788947,0.24,17.0,5.0,1.0,20.0,b27e15de-f411-4b27-938b-5d3b83db4983
299,wave5,15.0,7.0,52.0,1.583827487034354,13.0,0.9949190372207166,0.22,33.0,4.0,4.0,46.0,b27e15de-f411-4b27-938b-5d3b83db4983
300,wave0,0.0,2.0,12.0,0.2802193202670374,0.0,0.28530243424913276,0.05,12.0,0.0,0.0,14.0,6ab606cb-704e-447d-98d7-bfceb3bb8d0a
301,wave1,0.0,5.0,4.0,0.21569856638567747,3.0,0.348387638139753,0.05,4.0,1.0,0.0,6.0,6ab606cb-704e-447d-98d7-bfceb3bb8d0a
302,wave2,1.0,7.0,2.0,0.716507065894047,3.0,0.5663242793996708,0.08,1.0,1.0,0.0,6.0,6ab606cb-704e-447d-98d7-bfceb3bb8d0a
303,wave3,2.0,12.0,12.0,1.890598760114888,4.0,1.1643046080662298,0.27,10.0,2.0,0.0,20.0,6ab606cb-704e-447d-98d7-bfceb3bb8d0a
304,wave4,8.0,13.0,22.0,1.7927036131467033,9.0,0.8107205759283025,0.3,13.0,2.0,1.0,26.0,6ab606cb-704e-447d-98d7-bfceb3bb8d0a
305,wave5,3.0,13.0,27.0,2.1049264332942785,9.0,1.0298863725167873,0.27,22.0,4.0,2.0,31.0,6ab606cb-704e-447d-98d7-bfceb3bb8d0a
306,wave0,0.0,4.0,2.0,0.45299063260492706,3.0,0.6228335531110741,0.05,2.0,2.0,0.0,3.0,d20c8dbd-a01c-45ae-b1d3-3d6e772af782
307,wave1,1.0,15.0,12.0,1.3175735118183403,6.0,0.8726520804720249,0.24,11.0,4.0,0.0,21.0,d20c8dbd-a01c-45ae-b1d3-3d6e772af782
308,wave2,3.0,18.0,14.0,2.3993644614530596,8.0,1.7695196775234316,0.31,11.0,5.0,0.0,24.0,d20c8dbd-a01c-45ae-b1d3-3d6e772af782
309,wave3,3.0,18.0,16.0,2.6630907896382263,6.0,1.4495211529356358,0.34,13.0,5.0,0.0,28.0,d20c8dbd-a01c-45ae-b1d3-3d6e772af782
310,wave4,12.0,19.0,44.0,2.5818449829074934,12.0,2.0950815028511762,0.36,32.0,6.0,0.0,51.0,d20c8dbd-a01c-45ae-b1d3-3d6e772af782
311,wave5,29.0,22.0,98.0,2.307173262016091,19.0,2.7554654146418693,0.36,68.0,12.0,1.0,101.0,d20c8dbd-a01c-45ae-b1d3-3d6e772af782
312,wave0,0.0,4.0,5.0,0.2733785709847099,4.0,0.2784211930074279,0.05,5.0,2.0,0.0,5.0,3c6cfbd0-3a97-4c03-b580-5b5864995f49
313,wave1,0.0,15.0,6.0,1.398470267407308,6.0,1.3031675412452073,0.24,5.0,4.0,1.0,15.0,3c6cfbd0-3a97-4c03-b580-5b5864995f49
314,wave2,1.0,22.0,6.0,1.6492975466637434,10.0,1.3058716679686888,0.31,5.0,4.0,0.0,18.0,3c6cfbd0-3a97-4c03-b580-5b5864995f49
315,wave3,1.0,20.0,20.0,2.2326534481598608,7.0,1.5292208806811474,0.38,19.0,6.0,0.0,33.0,3c6cfbd0-3a97-4c03-b580-5b5864995f49
316,wave4,4.0,26.0,20.0,2.3116473679659144,12.0,1.7294739802592907,0.41,16.0,6.0,0.0,34.0,3c6cfbd0-3a97-4c03-b580-5b5864995f49
317,wave5,15.0,24.0,51.0,2.6275442507594646,16.0,1.8422443264882018,0.43,34.0,7.0,2.0,59.0,3c6cfbd0-3a97-4c03-b580-5b5864995f49
318,wave0,48.0,4.0,61.0,0.24642265284754072,7.0,0.3969155257141632,0.05,13.0,3.0,0.0,58.0,e64efa7c-aa16-45c7-98f9-fd279539004f
319,wave1,29.0,13.0,140.0,1.7902952689507277,24.0,2.023517684354069,0.24,104.0,12.0,7.0,129.0,e64efa7c-aa16-45c7-98f9-fd279539004f
320,wave2,55.0,14.0,108.0,1.395498339989454,25.0,1.2017305257341815,0.27,47.0,14.0,6.0,97.0,e64efa7c-aa16-45c7-98f9-fd279539004f
321,wave3,45.0,18.0,95.0,1.547712651739114,33.0,2.3807172058731796,0.27,41.0,14.0,9.0,80.0,e64efa7c-aa16-45c7-98f9-fd279539004f
